message_text,category,subcategory,language
FASTag Low Balance Alert: Balance for Vehicle UP16GH7890 is Rs. 95.00. Please recharge to ensure seamless travel. - NHAI,Echallan_Legitimate,Fastag Alert,English
Order 123456789 from Meesho is out for delivery. Keep Rs. 450 ready for COD. Do not pay online via unknown links. - ECOMEX Thank you for banking with us.,Courier_Legitimate,Out for Delivery,English
We are unable to ship your order because the address you entered is invalid. Please fill in the shipping address correctly https://indlapostt.net/in Act immediately to avoid legal consequences.,Courier_Scam,Invalid_Address,English
This is a national security case. You must stay in a closed room and remain on this video call for interrogation. Failure to respond will result in khata suspension.,Digital_Arrest,National_Security,English
Cashback of Rs. 10.00 has been credited to your Amazon Pay balance for your transaction on Feb 25. Thank you for banking with us.,Lottery_Legitimate,Amazon_Pay_Cashback,English
"Dear Candidate, your interview with Cognizant for 'Cloud Engineer' role is scheduled via Microsoft Teams at 3:00 PM today. - CAPGEM Thank you for banking with us.",Job_Legitimate,Interview_Call,English
"FINAL REMINDER: IndiaPost Payment Bank KYC login, Dear user your India post payment bank account has been blocked today please updared your PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
"Dear Sneha, your interview with ICICI Bank for 'Privilege Banker' is scheduled tomorrow at 11 AM at BKC Branch. Carry your Aadhar card. - ICICIB Visit our official website for more details.",Job_Legitimate,Interview_Call,English
"Dear Citizen, your application for Transfer of Ownership for Vehicle UP16AT0099 is approved. New RC will be dispatched soon. - RTO Thank you for choosing our service.",Echallan_Legitimate,VAHAN Notification,English
Electricity Office: Your power will be disconnected tonight. Call officer 6202XXXXXX to verify payment.,Electricity_Scam,Verification_Call,English
"Dear user, your income tax return for AY 2024-25 shows a discrepancy. Resolve here: [Phishing Link]",Tax_Refund_Scam,Discrepancy,English
HDFC Bank: INR 1000.00 deducted from A/c **1234 on 28-02-26 to VPA airtel.pay@upi (Ref 605900112). Report unauthorized txn at hdfcbank.com.,KYC_Legitimate,UPI Confirmation,English
"Driving License renewal for 9876543210 is rejected due to incomplete documents. Check details at sarathi.parivahan.gov.in. For queries, call our helpline.",Echallan_Legitimate,VAHAN Notification,English
"WARNING: Hello, I represent Glassdoor. We have an urgent requirement for social media managers. Apply here.",Job_Scam,Glassdoor_Spoof,English
Rs 250 Cashback credited to your Paytm wallet for your first flight booking.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
Amazon: Article No RD998877665IN has been received at Bangalore Sorting Office. - India Post,Courier_Legitimate,Tracking Alert,English
889900 is the OTP to login to your Kotak Mahindra Bank NetBanking. Valid for 100 seconds. Do not share this with anyone even if they claim to be from the Bank.,KYC_Legitimate,OTP,English
"Tech Mahindra: Congratulations! You have successfully cleared the Technical Round. HR round is scheduled for 02-Mar-2026. - TECHM For queries, call our helpline.",Job_Legitimate,Interview_Status,English
"Your HDFC Bank Credit Card XX9988 statement for Feb-2026 is generated. Total Amt Due: Rs 1,240. Min Amt Due: Rs 625.00. Due Date: 15-Mar-26.",KYC_Legitimate,Account Statement,English
"Hello, this is [Name] from HR. We have seen your profile and would like to offer you a part-time job. Do not delay.",Job_Scam,Profile_Match,English
"Dear Customer, Notice: Digital warrant issued for [Name]. Transfer funds to the Supreme Court khata for audit.",Digital_Arrest,Fund_Audit,English
"Dear Customer, YONO SBI Update: Yoyour KYC has expired. Please log in here to update yoyour PAN.",KYC_Suspension,SBI_YONO,English
Cashback of Rs 5 credited for your recent transaction at Dairy Parlour. Thank you for banking with us.,Lottery_Legitimate,PhonePe_Cashback,English
"ACTION REQUIRED: Dear Customer, YONO SBI Update: Yoyour KYC has expired. Please log in here to update yoyour PAN.",KYC_Suspension,SBI_YONO,English
CBI Mumbai: Your PAN is linked to a drug case. Stay on camera or we will arrest you at home. Act turant to avoid legal consequences.,Digital_Arrest,PAN_Link,English
"Dear Customer, your FASTag for Vehicle MH01AB1234 has been recharged with Rs. 500.00. Current Balance: Rs. 750.00. - NHAI Visit our official website for more details.",Echallan_Legitimate,Fastag Alert,English
"Ordered! Your Flipkart order for 'Samsung M34' is placed. It will reach you by Wed, 4th Mar. - FKRT For queries, call our helpline.",Courier_Legitimate,Order Update,English
IMPORTANT: Snapdeal Monsoon Offer: You won a car and 12 lakhs. Pay Rs 5000 registration fee now. Do not delay.,Lottery_Scam,Snapdeal_Spoof,English
Hi! You have a message from the recruiter at 'Swiggy' regarding your job application. Read here: https://nkr.in/m/776 - NAUKRI Thank you for banking with us.,Job_Legitimate,Recruiter_Action,English
"OTP for your India Post delivery of 'Puma T-shirt' is 8877. Share this only with the delivery partner. - FKRT For queries, call our helpline.",Courier_Legitimate,Out for Delivery,English
Congratulations! You have been successfully vaccinated with Dose 2. Download your certificate from https://selfregistration.cowin.gov.in - COWIN Visit our official website for more details.,Digital_Arrest_Legitimate,Vaccination_Update,English
ITDEPT: 5G services are being rolled out. Check with your operator for compatibility. No separate SIM required. - TRAI,Digital_Arrest_Legitimate,Service_Notification,English
ALERT: Your bill of Rs 5600 is unpaid. Power disconnection scheduled for tonight at 10:00 PM.,Electricity_Scam,Bill_Specific,English
Payment for Fancy Number TN07EF3456 received successfully. Keep the receipt for further process. - Parivahan,Echallan_Legitimate,VAHAN Notification,English
WARNING: Your vehicle has been blacklisted due to 5 unpaid challans. Clear them at [Malicious Link]. Act immediately to avoid legal consequences.,Echallan_Scam,Blacklisted_Vehicle,English
"Refund for AY 2023-24 has been sent to your bank. If not received within 7 days, contact SBI at 18004259760. - IT Dept Thank you for choosing our service.",Tax_Legitimate,Refund_Notification,English
Delhi Traffic Police: You have jumped a signal. Pay Rs 499 fine here: [Phishing Link],Echallan_Scam,Signal_Jumping,English
OTP for your Monster India login is 112233. Valid for 5 minutes. Do not share this with anyone. - NAUKRI,Job_Legitimate,OTP_Alert,English
Notification: Your e-challan has been escalated to the court. Pay immediately to stop. Act immediately to avoid legal consequences.,Echallan_Scam,Court_Escalation,English
Your application for 'Software Engineer' at Zomato has been viewed by the recruiter. Stay tuned for updates. - ZOMATO Visit our official website for more details.,Job_Legitimate,Application_Status,English
"Dear Consumer, Power supply to your premises will be affected on 05-MAR-26 from 10:00 AM to 04:00 PM due to maintenance work. Inconvenience regretted. -BESCOM Thank you for banking with us.",Electricity_Legitimate,Maintenance_Alert,English
Fake Customs Scam: I found illegal items in your package. Pay fine to avoid investigation. Failure to respond will result in account suspension.,Courier_Scam,Fake_Customs,English
Your application for 'Software Engineer' at Zomato has been viewed by the recruiter. Stay tuned for updates. - ZOMATO Thank you for choosing our service.,Job_Legitimate,Application_Status,English
"Accenture: Hi, your interview for the position of Application Development Associate is scheduled for 03-Mar-2026. Please confirm availability. - ACCENT Visit our official website for more details.",Job_Legitimate,Interview_Call,English
PNB: 554433 is your OTP for high value transaction of Rs 25000.00. OTP is valid for 3 minutes. Do not share with anyone.,KYC_Legitimate,OTP,English
Cashback of Rs 200 credited for your recent transaction at Dairy Parlour.,Lottery_Legitimate,PhonePe_Cashback,English
"Rs 3,000.00 Cashback credited to your Paytm wallet for Scan & Pay at Reliance Digital. Visit our official website for more details.",Lottery_Legitimate,Paytm_Wallet_Cashback,English
"Dear Customer, avoid power cut 9:30 PM at 10 PM. Pay your pending bill of Rs 1200 at [Phishing Link].",Electricity_Scam,Phishing_Link,English
"Dear Taxpayer, your Annual Information Statement (AIS) is now available for viewing on the e-Filing portal. - IT Dept Visit our official website for more details.",Tax_Legitimate,General_Notification,English
"Traffic Violations Found: 3 pending challans for your vehicle. Total fine Rs 12,000. Pay here.",Echallan_Scam,Multiple_Fines,English
You earned 5 SuperCoins for playing daily quiz on Flipkart. Keep playing! Visit our official website for more details.,Lottery_Legitimate,Flipkart_SuperCoins,English
WARNING: Important Software System Upgrade for your Tax Filing. Log in to update your IP PIN.,Tax_Refund_Scam,Profile_Upgrade,English
"Dear Consumer, Your Service request id 000001543322 for Cons No 028599887766 is already exists. We are working on it. -MSEDCL Thank you for banking with us.",Electricity_Legitimate,Power_Failure_Alert,English
Boost your income! Participate in our survey and earn Rs 2 Lakhs daily. Sign up here: [Link],Job_Scam,Survey_Task,English
MHACYB: Download your E-Aadhaar from https://eaadhaar.uidai.gov.in using your EID/UID. Do not use public computers. - UIDAI Visit our official website for more details.,Digital_Arrest_Legitimate,Aadhaar_Update,English
Federal Police: You have been implicated in a money laundering case. Log in to Skype for arrest. Failure to respond will result in account suspension.,Digital_Arrest,Police_Spoof,English
"Dear User, 123456 is the OTP for Vahan service login. Valid for 10 minutes. Please do not share this with anyone. - Parivahan Visit our official website for more details.",Echallan_Legitimate,OTP Alert,English
"Reward points summary for your SBI Card ending 5678: Points earned: 250, Total Points: 1200. Visit our official website for more details.",Lottery_Legitimate,Credit_Card_Rewards,English
"Dear Consumer, Greetings from BESCOM! Your bill details: Account ID: 9648875000, Amount: Rs. 3705, Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM Thank you for choosing our service.",Electricity_Legitimate,Bill_Generation_Alert,English
NOTICE: Electricity board: Tonight at 9:30 PM power supply will be cut. Call our officer for billing update.,Electricity_Scam,Billing_Update,English
"Dear Consumer, get 0.25% discount (up to Rs. 500) by paying your TNEB bill via digital mode. Use Mahavitaran App now.",Electricity_Legitimate,General_Notification,English
CRITICAL NOTICE: Urgent: Your traffic violation fine is overdue. Failure to pay will lead to license suspension. Pay here: https://echallan.paiaahan.icu/ins,Echallan_Scam,License_Suspension,English
FINAL REMINDER: RTO Vahan Parivahan: Update your mobile number to view your traffic violation history. Contact us immediately.,Echallan_Scam,Mobile_Update,English
Official Warrant: Your arrest is imminent. Pay the refundable fine to stop the police from coming. Contact us immediately.,Digital_Arrest,Fine_Payment,English
OTP for adding Payee XXXXX8899 on IDFC First Bank NetBanking is 776655. Valid for 4 mins. Do not share OTP with anyone.,KYC_Legitimate,OTP,English
"Earn Rs 34,500-5000 per day by rating hotels on Google. No experience needed. Join our team abhi!",Job_Scam,Google_Review,English
Narcotics Control Bureau: A parcel from Cambodia in your name contains illegal substances. Call us. Act immediately to avoid legal consequences.,Digital_Arrest,NCB_Spoof,English
Tax Department Alert: A refund of Rs 299 is pending. Update your PAN card to receive it.,Tax_Refund_Scam,Pending_Refund,English
"Dear Customer Your Electricity power will be disconnected Tonight at 8.30 pm from electriccity office. Because ur previous month bill was not update, please immediately contact with our electricity officer 8240471159 Thank you.",Electricity_Scam,Disconnection_830,English
"Money Transfer: Rs 500.00 debited from Canara Bank A/c ...4321 to Rahul (rahul@okaxis) on 28/02/2026. Ref No: 123456789012. Call 1800111101 if not done by you. For queries, call our helpline.",KYC_Legitimate,UPI Confirmation,English
Your payment of Rs. 500 for No Parking Challan (GJ05IJ2345) is successful. Ref: 987654321. - Traffic Police Thank you for choosing our service.,Echallan_Legitimate,Payment Confirmation,English
"Unstop: Reminder! Your coding challenge for 'Flipkart Grid 6.0' starts in 1 hour. All the best! - UNSTOP For queries, call our helpline.",Job_Legitimate,Assessment_Alert,English
Your vehicle [Number] has an outstanding traffic fine. Pay now to avoid vehicle impoundment. Do not delay.,Echallan_Scam,Impound_Threat,English
ACTION REQUIRED: Court Summons Alert: You have ignored multiple traffic challans. Pay the total fine of Rs 2500 now at [Link].,Echallan_Scam,Court_Summons,English
HDFC Bank: Rs 200.00 debited from a/c **1234 for your recharge of 9876543210. Ref: 60601234. Not you? Report at hdfcbank.com/report. Thank you for banking with us.,KYC_Legitimate,Debit Transaction,English
IMPORTANT: Prize Notification: You won a gold coin! Pay Rs 12.60 Lakhs insurance and handling to receive it.,Lottery_Scam,Handling_Fee,English
Alert: Your package has been seized by authorities. Contact [Number] immediately. Act immediately to avoid legal consequences.,Courier_Scam,Seized_Package,English
You are under digital house arrest. Do not use your phone to call anyone or you will be jailed. Ignore at your own risk.,Digital_Arrest,House_Arrest,English
"Money Transfer: Rs 3,200 debited from SBI A/c ...4321 to Rahul (rahul@okaxis) on 28/02/2026. Ref No: 123456789012. Call 1800111101 if not done by you. For queries, call our helpline.",KYC_Legitimate,UPI Confirmation,English
"Dear Candidate, Invitation for Interview with Infosys for Specialty Programmer role on 05-Mar-2026 at 10:00 AM. Join link sent to email. - INFOSY For queries, call our helpline.",Job_Legitimate,Interview_Call,English
ALERT: Earn money by watching YouTube videos and giving 5-star ratings to hotels. Contact us on Telegram for details. Failure to respond will result in account suspension.,Job_Scam,YouTube_Task,English
BlueDart: Your account address is incorrect. Update now to receive your letter.,Courier_Scam,Address_Update,English
FINAL REMINDER: Congratulations! You have been selected for a work-from-home role with Amazon. Earn Rs 10 daily. Join here: [Link],Job_Scam,Amazon_WFH,English
GSTR-3B for GSTIN 27AAAAA0000A1Z5 for the month of Jan-2026 has been successfully filed on 20-Feb-2026. ARN is AA270226998877. Thank you for banking with us.,Tax_Legitimate,GST_Return_Filing,English
"Dear Taxpayer, your PAN XXXXX1234X is now successfully linked with Aadhaar. - IT Dept For queries, call our helpline.",Tax_Legitimate,General_Notification,English
I am joining you to a hearing of the Supreme Court for your bail. Please wait for the Judge. Contact us immediately.,Digital_Arrest,Fake_Court,English
"Cybercrime Alert: Never share your OTP, PIN, or Password with anyone. Report cyber fraud at www.cybercrime.gov.in or call 1930. - CYBERP Thank you for choosing our service.",Digital_Arrest_Legitimate,Cyber_Awareness,English
Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 01-03-26. -TNEB,Electricity_Legitimate,Disconnection_Notice,English
"Hi Arjun, you are a top applicant for 'Senior Data Analyst' at Deloitte. Apply now: https://lnkd.in/e/job123 - Indeed India",Job_Legitimate,Job_Recommendation,English
HDFC Bank: Your monthly e-statement for A/c XX7766 for the month of Jan-2026 has been sent to your registered email ID. Thank you for banking with us.,KYC_Legitimate,Account Statement,English
"Dear Customer, Parcel Status: Delayed. Pay Rs 10 to expedite delivery to yoyour location. Failure to respond will result in account suspension.",Courier_Scam,Expedite_Fee,English
Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 28-FEB-26. -BESCOM,Electricity_Legitimate,Disconnection_Notice,English
"Dear Customer, your UCO Bank Credit Card XX1122 statement for January 2026 is now available. Log in to iMobile Pay to view/pay.",KYC_Legitimate,Account Statement,English
"Dear customer, you have a pending reward of Rs 99 in your wallet. Claim it now: [Link] Do not delay.",Lottery_Scam,Wallet_Reward,English
You have successfully uploaded 'Class X Marksheet' to your DigiLocker Drive. Access it anytime at https://digilocker.gov.in - DGLKRP Visit our official website for more details.,Digital_Arrest_Legitimate,Document_Confirmation,English
WARNING: Lucky Draw Alert: Your mobile number has won a cash prize of Rs 5 Lakhs. Contact Mr. [Name] on WhatsApp. Act immediately to avoid legal consequences.,Lottery_Scam,Mobile_Lucky,English
"Your HDFC Bank Credit Card XX9988 statement for Feb-2026 is generated. Total Amt Due: Rs 12450.00. Min Amt Due: Rs 625.00. Due Date: 15-Mar-26. For queries, call our helpline.",KYC_Legitimate,Account Statement,English
"Dear Customer, Fake Income Tax APK: Download the official e-filing app to claim yoyour refund. [Link to Malware] Contact us immediately.",Tax_Refund_Scam,APK_Malware,English
NOTICE: Get paid for your time! Earn money just by liking and sharing TikTok videos. Start today.,Job_Scam,TikTok_Likes,English
Electricity Office: Your power will be disconnected 10:00 PM. Call officer 9065XXXXXX to verify payment.,Electricity_Scam,Verification_Call,English
Notice: Digital warrant issued for [Name]. Transfer funds to the Supreme Court khata for audit. This is your final notice.,Digital_Arrest,Fund_Audit,English
"Dear Consumer, Bill for A/c No: 172021472633 for FEB-26 is Rs: 550.00. If paid by 17-FEB-26, Amount: Rs 1,500. Due Date: 27-FEB-26. -MSEDCL",Electricity_Legitimate,Bill_Generation_Alert,English
Power supply will be disconnected 9:00 PM. Update your dues by calling the electricity officer now.,Electricity_Scam,Due_Update,English
"Dear User, 123456 is the OTP for Vahan service login. Valid for 10 minutes. Please do not share this with anyone. - Parivahan Thank you for banking with us.",Echallan_Legitimate,OTP Alert,English
"Dear Customer, This is a national security case. You must stay in a closed room and remain on this video call for interrogation.",Digital_Arrest,National_Security,English
Mumbai Traffic Police Notice: You have 1 pending challan for signal jumping. Pay before tonight to avoid court summons. Ignore at your own risk.,Echallan_Scam,Signal_Jumping,English
URGENT: Your electricity bill status: Unpaid. Power will be cut at 10:30 PM today. Update now on WhatsApp.,Electricity_Scam,WhatsApp_Update,English
Electricity board: Tonight at 8:30 PM power supply will be cut. Call our officer for billing update.,Electricity_Scam,Billing_Update,English
"Cashback of Rs 2,500.00 has been credited to your Amazon Pay balance for your recent order.",Lottery_Legitimate,Amazon_Pay_Cashback,English
IndusInd Bank: Rs 500.00 debited from a/c **1234 on 28-02-26 to VPA airtel.pay@upi (Ref 605900112). Report unauthorized txn at hdfcbank.com.,KYC_Legitimate,UPI Confirmation,English
NOTICE: Your electricity service is ending tonight at 10 PM. Please call 8240XXXXXX for support.,Electricity_Scam,Service_Ending,English
"Surprise Reward: You have been selected for a free gift card worth Rs 34,500. Claim now: [Link]",Lottery_Scam,Gift_Card,English
"Dear Consumer, Greetings from BESCOM! Your bill details: Account ID: 9648875000, Amount: Rs 4,500.00 Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM",Electricity_Legitimate,Bill_Generation_Alert,English
"Your income tax refund of Rs. 15,450 has been approved. Please verify your bank account details to receive the credit: http://sbi-kyc-update.in",Tax_Refund_Scam,Refund_Approved,English
IMMEDIATE ACTION: PAN card update mandatory for all users. Failure to update will result in account freeze.,KYC_Suspension,Mandatory_Update,English
ACTION REQUIRED: Electricity Office: Your power will be disconnected tonight. Call officer 9002XXXXXX to verify payment.,Electricity_Scam,Verification_Call,English
"Dear Customer, Digital Interrogation: Keep yoyour camera on and do not leave the room. This is a court-ordered arrest. Act immediately to avoid legal consequences.",Digital_Arrest,Interrogation,English
"ALERT: Dear Customer, Your Electricity power will be disconnected Tonight 10.30 pm because your previous month bill was not update please call officer number 6202200542.",Electricity_Scam,BESCOM_Spoof,English
Your Vehicle MH12AB1234 RC is expiring on 15-Mar-2026. Please apply for renewal on https://vahan.parivahan.gov.in to avoid penalty. - RTO India,Echallan_Legitimate,Registration Renewal,English
"IMMEDIATE ACTION: Your Rakhi gift delivery was delayed due to an incomplete address, click a link and pay a small re-delivery fee.",Courier_Scam,Festive_Fraud,English
You won a $1000 Walmart Gift Card. Click here to claim your reward before it expires. Ignore at your own risk.,Lottery_Scam,Gift_Card,English
Yes Bank: 554433 is your OTP for high value transaction of Rs 25000.00. OTP is valid for 3 minutes. Do not share with anyone.,KYC_Legitimate,OTP,English
We need many people to participate in the short video promotion bonus event and like TikTok content. Each video can earn you 3 euros. Contact us immediately.,Job_Scam,Bonus_Event,English
You are being investigated by the NIA for terror links. Stay on the call or face arrest. Do not delay.,Digital_Arrest,NIA_Spoof,English
Notification: Your e-challan has been escalated to the court. Pay immediately to stop. Do not delay.,Echallan_Scam,Court_Escalation,English
Urgent: Your PAN card is expired for your Bank of Baroda account. Update immediately to avoid block.,KYC_Suspension,PAN_Expiry,English
TNEB Notice: Your previous bill is unpaid. Power disconnection tonight at 10 PM. Contact 9002XXXXXX.,Electricity_Scam,TNEB_Spoof,English
Dear customer your electriccity power will be disconnected by tonight. Last month bill was not updated. Immediately contact our officer 9054XXXXX -- BrentsElectricity,Electricity_Scam,Disconnection_Brents,English
"FINAL REMINDER: Dear Customer, Yoyour India Post package is held at the warehouse due to unpaid customs fees. Click to pay.",Courier_Scam,Customs_Fee,English
India Post: Your order for 'Prestige Cooker' is out for delivery. Agent Suresh will contact you soon. - FKRT,Courier_Legitimate,Out for Delivery,English
"ALERT: IndiaPost Payment Bank KYC login, Dear user your India post payment bank account has been blocked today please updated your PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
Your order from Tata 1mg is out for delivery. Please share OTP 9988 with the rider to receive your package. - SHADFX Thank you for choosing our service.,Courier_Legitimate,Out for Delivery,English
ALERT: TRAI: Your tax refund is pending due to KYC. Update your PAN card.,Tax_Refund_Scam,KYC_Pending,English
"Dear Consumer, Payment of Rs. 3705 for Account ID 9648875000 is successful via BillDesk on 15-SEP-25. Ref No: BES88231. -MSEDCL",Electricity_Legitimate,Payment_Confirmation,English
"Dear Customer, Action Required: Yoyour PNB account is under review. Update yoyour details to avoid restriction.",KYC_Suspension,Account_Review,English
WARNING: Your bank account services are limited. Please update your KYC immediately to restore.,KYC_Suspension,Service_Limitation,English
WARNING: Your account has now been put on hold due to pending KYC documents. Restore here: [Link],KYC_Suspension,Account_Hold,English
Your package couldn't be delivered. Please update your delivery preferences here: [Phishing Link],Courier_Scam,Failed_Delivery,English
URGENT: Your ITR for 2023 is overdue. Pay a penalty of Rs 5000 or resolve here: [Link],Tax_Refund_Scam,Penalty_Threat,English
ALERT: Notification Dear consumer Your Electricity Power will be disconnected Tonight at 9.30 pm from electricity Office. because your previous month bill was not update please immediately contacttst with Our electricity officer [Number] Thank you.,Electricity_Scam,Disconnection_930,English
Cyber Crime Unit: Your social media account is used for illegal activity. You are under arrest. Act immediately to avoid legal consequences.,Digital_Arrest,Social_Media_Crime,English
ACTION REQUIRED: Amazon Pay: You have won a cashback of Rs 1000. Click to claim into your bank account.,Lottery_Scam,Amazon_Pay,English
"HDFC Bank: Rs 2500.00 spent on Card ending 4321 at RELIANCE RETAIL on 28-02-26 14:30:15. Avl Lmt: Rs 75,000. Not you? Call 18002586161. Visit our official website for more details.",KYC_Legitimate,Credit Transaction,English
Naukri: Recruiter from 'Reliance Industries' has searched your profile. Update your resume to stay visible: https://nkr.in/u/99 - NAUKRI Thank you for banking with us.,Job_Legitimate,Recruiter_Action,English
Congrats! You received Rs 150 cashback for your Electricity Bill payment on Amazon Pay.,Lottery_Legitimate,Amazon_Pay_Cashback,English
"Dear Customer, your India Post Article ED123456789IN is out for delivery from Mumbai GPO. - India Post For queries, call our helpline.",Courier_Legitimate,Out for Delivery,English
"DigiLocker: Consent request from 'HDFC Bank' to access your 'Aadhaar' for KYC. Approve/Reject in your app. - DGLKRP For queries, call our helpline.",Digital_Arrest_Legitimate,Document_Confirmation,English
Axis Bank: 150 EDGE Reward Points deposited for your transaction on Feb 20. Total: 600.,Lottery_Legitimate,Credit_Card_Rewards,English
Surveillance Rules and Regulations: You are under 24/7 video monitoring. No food or sleep without permission. This is your final notice.,Digital_Arrest,Total_Control,English
Your HSRP request for Vehicle DL3CBM1122 is processed. Home delivery scheduled for 02-Mar-2026. Contact 1800-XXX-XXXX for queries. Thank you for banking with us.,Echallan_Legitimate,VAHAN Notification,English
IMMEDIATE ACTION: Congratulations! You won a $1000 Walmart Gift Card. Click here: [Link],Lottery_Scam,Walmart_Spoof,English
You have received a cashback of INR 1000.00 on PhonePe for your LPG Cylinder booking.,Lottery_Legitimate,PhonePe_Cashback,English
Your vehicle was caught overspeeding by a traffic camera. Pay your pending challan of Rs 500 now at: https://echallaom.vip/in Contact us immediately.,Echallan_Scam,Overspeeding,English
"Dear Customer, Delivery Confirmation: Yoyour package is arriving today. Confirm yoyour identity at [Link] This is your final notice.",Courier_Scam,Identity_Verification,English
"URGENT: Dear Taxpayer, an error was found in your AY 2024-25 filing. Update your PAN to fix.",Tax_Refund_Scam,Filing_Error,English
Passport Seva: Your File No. MH123456 is closed due to non-availability of documents. Re-apply with fresh fee. - MEAPSP Visit our official website for more details.,Digital_Arrest_Legitimate,Passport_Status,English
GSTNIN: Download your E-Aadhaar from https://eaadhaar.uidai.gov.in using your EID/UID. Do not use public computers. - UIDAI We appreciate for banking with us.,Digital_Arrest_Legitimate,Aadhaar_Update,English
"OTP for your transaction of Rs 1,000.00 at SWIGGY using Kotak Bank Debit Card XX1122 is 443322. Valid for 5 min. Please do not share.",KYC_Legitimate,OTP,English
WARNING: Traffic Police Notice: Your driving license will be canceled if you don't pay the pending challan today.,Echallan_Scam,License_Cancel,English
"IT Dept: Reminder! Last date to file ITR for AY 2024-25 is 31st July 2026. Avoid late fee and file early. - Income Tax Dept For queries, call our helpline.",Tax_Legitimate,General_Notification,English
Naukri: Recommended job for you: 'Java Architect' at IBM. Exp: 10-15 years. Apply: https://nkr.in/a/8876 - NAUKRI Thank you for banking with us.,Job_Legitimate,Job_Recommendation,English
IMPORTANT: Your ITR for 2023 is overdue. Pay a penalty of Rs 5000 or resolve here: [Link],Tax_Refund_Scam,Penalty_Threat,English
"Dear Customer, TDS of Rs 450.00 has been deducted by BANK OF BARODA for Q3 of FY 2025-26 on PAN XXXXX1122X. - IT Dept Thank you for choosing our service.",Tax_Legitimate,TDS_Alert,English
"WARNING: Dear, you have passed our interview. Salary is 23,00/month. Please contact to discuss detail.",Job_Scam,Interview_Pass,English
"Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 22-Jan-26. -TNEB For queries, call our helpline.",Electricity_Legitimate,Disconnection_Notice,English
"WARNING: Your KBC lottery prize of 25 lakhs is waiting for RBI clearance. Pay Rs 25,000 to clear. Contact us immediately.",Lottery_Scam,RBI_Clearance,English
NCB: Your computer has been hacked and used for crime. You are under digital arrest.,Digital_Arrest,Hacking_Claim,English
CBI adhikari Rahul Gupta: You are the prime suspect in an international drug smuggling case. Pay Rs 2 Lakhs for bail.,Digital_Arrest,CBI_Spoof,English
WARNING: Notice: Immediate legal action for alleged tax fraud. Press 1 to speak to an officer.,Tax_Refund_Scam,Vishing_Threat,English
URGENT: Important Software System Upgrade for your Tax Filing. Log in to update your IP PIN.,Tax_Refund_Scam,Profile_Upgrade,English
Transaction alert: Rs. 60.00 deducted from your FASTag account at Kherki Daula Plaza for Vehicle DL4CNE1234 on 28-FEB-26. - NETC,Echallan_Legitimate,Fastag Alert,English
"Axis Bank: Rs 1,000.00 debited from A/c XX7766 on 28-02-26 to VPA paytmqr@upi (Ref 605911223). Not you? Call 18604195555.",KYC_Legitimate,UPI Confirmation,English
"FINAL REMINDER: Dear Winner, Your prize check of Rs 5 Lakhs is ready. Verify your bank account at [Link] to receive. Failure to respond will result in account suspension.",Lottery_Scam,Bank_Verification,English
"Dear Candidate, your interview with Capgemini for 'Cloud Engineer' role is scheduled via Microsoft Teams at 3:00 PM today. - CAPGEM For queries, call our helpline.",Job_Legitimate,Interview_Call,English
"FINAL REMINDER: IndiaPost Payment Bank KYC login, Dear user ur India post payment bank account has been blocked today please updated your PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
Blue Dart AWB 44556677 is delayed due to technical reasons. New expected delivery: 02-Mar-2026. - BLUDART Thank you for choosing our service.,Courier_Legitimate,Order Update,English
Your payment of Rs. 500 for No Parking Challan (KA03MG4455) is successful. Ref: 987654321. - Traffic Police Thank you for choosing our service.,Echallan_Legitimate,Payment Confirmation,English
"GST: Payment of Rs. 15,000 for GSTIN 27AAAAA0000A1Z5 via CPIN 26021234567890 is successful. - GSTN Visit our official website for more details.",Tax_Legitimate,Tax_Payment_Confirmation,English
"WARNING: Tax Department Alert: A refund of Rs. 28,000 is pending. Update your PAN card to receive it.",Tax_Refund_Scam,Pending_Refund,English
Your PNB Credit Card XX9988 statement for Feb-2026 is generated. Total Amt Due: Rs 12450.00. Min Amt Due: Rs 625.00. Due Date: 15-Mar-26.,KYC_Legitimate,Account Statement,English
"A bank khata in your name at Canara Bank, Mumbai, is being used for money laundering with Jet Airways. Do not delay.",Digital_Arrest,Money_Laundering,English
"WARNING: Dear User, your number won the first prize in our annual lucky draw. Pay Rs 500 tax to receive Rs 5 Lakhs.",Lottery_Scam,Tax_Fee,English
Alert: Your package has been seized by authorities. Contact [Number] immediately. Contact us immediately.,Courier_Scam,Seized_Package,English
